time,places,tweet
2023-03-15 15:19:50,"Atlanta, GA","Would you take the train in the colorful and chaotic CN City? 🚈⬛️⬜️ 

#CartoonNetwork #CNCity #UFO #PlasticBag #spyballoon #Oldschool #Classiccartooons #Throwback #2000s #2000scartoons #CNCity #CNCitybumps #oldschoolcartoons #oldschool #90s #90skid https://t.co/ddg105A7mI"
2023-03-15 15:19:50,"Atlanta, GA","Would you take the train in the colorful and chaotic CN City? 🚈⬛️⬜️ 

#CartoonNetwork #CNCity #UFO #PlasticBag #spyballoon #Oldschool #Classiccartooons #Throwback #2000s #2000scartoons #CNCity #CNCitybumps #oldschoolcartoons #oldschool #90s #90skid https://t.co/ddg105A7mI"
